id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3686,Vita's Hideaway,4645,Vita,,Historic Anacostia,38.86339,-76.98889,Private room,55,2,75,1/12/2021,0.59,2,363
3943,Historic Rowhouse Near Monuments,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91195,-77.00456,Private room,70,2,429,8/7/2018,2.95,2,365
4197,Bedroom in DC 2 blocks to Metro,5061,Sandra,,"Capitol Hill, Lincoln Park",38.88719,-76.99472,Private room,80,28,45,3/14/2020,0.31,2,324
4529,Bertina's  House Part One,5803,,,"Eastland Gardens, Kenilworth",38.90585,-76.94469,Private room,54,30,102,7/5/2019,0.72,1,140
4967,"DC, Near Metro",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.91217,-76.99249,Private room,99,2,31,9/22/2016,0.24,3,295
5589,Cozy apt in Adams Morgan,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91887,-77.04008,Entire home/apt,73,3,95,3/5/2020,0.67,2,123
7103,"Best of Washington - Great neighborhood, parking",17633,Charlotte,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91999,-77.09774,Entire home/apt,99,3,88,6/30/2020,0.65,30,197
9097,Adams Morgan Charm,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91966,-77.04306,Private room,42,2,112,10/30/2019,0.8,2,26
9641,Sophisticated Logan Circle Loft,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.90927,-77.03471,Entire home/apt,185,2,154,10/5/2020,1.14,2,67
11785,Sanctuary near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92622,-77.07591,Entire home/apt,127,1,397,4/14/2021,2.89,4,347
12442,Peaches & Cream near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92756,-77.07667,Private room,60,1,95,3/29/2021,0.7,4,356
13744,"Heart of the City -HalfBlock to METRO, Restaurants",53927,Victoria,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92836,-77.03136,Entire home/apt,125,4,27,4/3/2021,0.2,1,0
14218,Quiet Comfort near Nat'l Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92668,-77.07686,Private room,60,1,92,8/20/2020,0.76,4,323
14570,Downtown Spacious Bedroom & Private Bath,56646,Serge,,"Shaw, Logan Circle",38.90595,-77.02564,Private room,90,3,554,8/21/2019,4.05,1,141
16684,Capitol Hill Guest Suite,64814,Matt+Jean,,"Union Station, Stanton Park, Kingman Park",38.89868,-77.00227,Entire home/apt,89,45,172,4/11/2021,1.25,1,248
17131,The Loft near National Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92644,-77.07646,Private room,60,1,82,4/13/2020,0.61,4,355
20067,Embassy Row /Glover Park with Free Parking,75938,Marie,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92491,-77.06754,Private room,51,3,126,4/6/2021,0.94,1,0
22453,Elegant Logan Circle Loft Share,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.91086,-77.03476,Shared room,90,2,98,1/15/2021,0.73,2,84
25243,The Smithsonian Vacation House,104340,Wavely,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88107,-77.01891,Entire home/apt,379,1,25,1/7/2021,0.33,2,348
26147,Beautiful Cozy Full  Bed Room,5782,Val,,"Brightwood Park, Crestwood, Petworth",38.95528,-77.03463,Private room,41,28,9,8/20/2018,0.07,1,365
27281,Capitol Hill H Street 1BR Apt :),117099,Stephen,,"Union Station, Stanton Park, Kingman Park",38.90053,-76.99133,Entire home/apt,645,3,15,7/14/2016,0.11,1,364
32087,American Guest House - Room 301,138459,Lucia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91766,-77.04598,Private room,155,1,15,3/4/2020,0.13,12,365
52092,People's Place 2- Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.9077,-77.02431,Entire home/apt,55,5,185,3/13/2020,1.44,1,295
54112,"Luxury DC Apt. Downtown, Logan Circle, 14th Street",253258,Daryl,,"Dupont Circle, Connecticut Avenue/K Street",38.91234,-77.03482,Entire home/apt,195,3,156,12/2/2020,1.22,1,351
65024,"Nice looking large room on Rhodeisland avenue, nw",315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91717,-77.0085,Private room,35,28,8,6/30/2020,0.16,32,172
67483,Charming B & B in Columbia Heights,332901,Chris And Shawanda,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93347,-77.03018,Entire home/apt,99,30,155,12/15/2019,1.25,1,363
78264,Room for 2 with private bathroom,420345,Caterina & Francesco,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9148,-77.00931,Private room,66,1,35,9/28/2019,0.33,1,357
79866,"DC, Near Metro III",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90493,-76.98643,Private room,99,2,10,8/27/2016,0.08,3,294
79867,"DC, Near Metro II",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90618,-76.98498,Private room,99,2,10,9/30/2016,0.09,3,294
93551,Upscale Master Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91433,-77.01876,Private room,80,3,99,9/25/2019,0.81,4,364
107801,Heart of D.C. near Union Station!!,445901,DeeDee,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.89801,-76.97052,Entire home/apt,140,2,13,8/9/2017,0.16,1,0
116951,Upscale Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91702,-77.01617,Private room,67,10,80,10/4/2019,0.66,4,365
145726,Luraloft / Entire Apt,88147938,Adia,,"Brightwood Park, Crestwood, Petworth",38.94935,-77.02522,Entire home/apt,80,5,106,12/27/2020,0.89,1,331
150109,Great apartment in perfect location,723470,Steffanie,,"Dupont Circle, Connecticut Avenue/K Street",38.91525,-77.04001,Entire home/apt,135,3,30,1/23/2021,0.26,1,0
153545,Guest Room 3 miles to the White House,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94286,-77.04417,Private room,59,2,36,2/22/2021,0.31,5,1
155859,"~Guest Room: Coffee, Croissants & Comfort",745305,Larry And Paulette,,"Takoma, Brightwood, Manor Park",38.96628,-77.0309,Private room,67,3,130,10/28/2019,1.1,2,0
160148,"Dupont room; TemPurpedic bed, 3 min 2 metro",767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Private room,309,30,2,5/20/2015,0.02,5,365
161913,X-tra large suite;3 min Wlk 2 Metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Private room,99,30,5,8/10/2015,0.06,5,365
161922,Dupont 2-level Apt in 4-story historic townhouse,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Entire home/apt,149,60,1,5/13/2019,0.04,5,364
164069,Historic Rowhouse Near Monuments 2,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91366,-77.00803,Private room,32,21,195,8/20/2017,1.64,2,54
174808,Historic American Four Square,835242,Jeffrey,,Historic Anacostia,38.86432,-76.98749,Private room,75,2,34,3/8/2021,0.55,4,179
175581,Entire 1BR Capitol Hill Apartment!,839218,Molly,,"Capitol Hill, Lincoln Park",38.88022,-76.98677,Entire home/apt,162,4,124,8/24/2019,1.05,1,172
178395,"Spare Room for Washington,DC Visit or entire house",852801,Allison,,"Takoma, Brightwood, Manor Park",38.96165,-77.01858,Private room,399,1,0,,,2,365
181455,Sweet English Studio CLEAN/AU/Walk to Metro,667695,Robin,,"Friendship Heights, American University Park, Tenleytown",38.95034,-77.0879,Entire home/apt,80,2,43,3/9/2020,0.52,1,294
196429,"Takoma Garden apt-Lush yard,pets ok",956417,Julia,,"Takoma, Brightwood, Manor Park",38.96923,-77.02041,Entire home/apt,125,2,6,9/30/2020,0.06,1,364
198685,Large room in central location,966613,Robin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93395,-77.01625,Private room,45,1,132,6/15/2020,1.13,3,182
201116,Victorian Haven - Private Basement!,983611,Reed,,"Takoma, Brightwood, Manor Park",38.97474,-77.01997,Entire home/apt,90,1,180,2/6/2021,1.54,1,331
204741,1-Suburbia in the City--Best Value!!!,1005751,Denise,,"Congress Heights, Bellevue, Washington Highlands",38.82768,-76.99624,Private room,29,90,114,6/1/2020,0.98,2,0
205809,Modern home NW DC steps from bus,1012315,,,"Brightwood Park, Crestwood, Petworth",38.95777,-77.02146,Entire home/apt,199,4,13,6/11/2019,0.11,1,362
211986,xtra-large suite in Dupont-- 3 min walk to metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Private room,269,30,5,9/4/2015,0.06,5,365
223203,ROOM FOR RENT IN A NICE AREA OF DC,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,6,8/23/2019,0.05,4,365
223922,Private  Retreat. Apartment in DC,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94482,-77.04437,Entire home/apt,112,1,127,1/12/2021,1.09,5,135
246413,Cozy Capitol Hill home near metro,814151,Tiff,,"Capitol Hill, Lincoln Park",38.88366,-76.98333,Entire home/apt,99,3,401,10/4/2020,3.64,1,137
251611,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,1,3/10/2019,0.04,4,365
251615,NICE HOUSE IN A VERY NICE NEIGHBORHOOD,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,5,11/9/2019,0.15,4,365
251619,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,8,8/17/2019,0.08,4,365
252300,"Private Bath, Metro, Capitol@3miles",1323933,Neida,,"Sheridan, Barry Farm, Buena Vista",38.85826,-76.98881,Private room,70,5,8,5/18/2019,0.1,2,364
262629,Guest bedroom and private bath.,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96691,-77.0044,Private room,58,30,33,4/10/2021,0.29,1,355
266852,Private Suite in Capitol Hill Home,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89641,-76.98666,Private room,88,2,711,3/4/2020,6.19,2,0
274737,Georgetown Federal Townhouse,1436380,Angela,,"Georgetown, Burleith/Hillandale",38.91352,-77.0738,Private room,90,3,38,3/26/2020,0.34,3,243
284165,Entire Two Floor Carriage House,783034,Ethan,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91401,-77.01777,Entire home/apt,110,10,73,3/31/2021,0.65,2,127
286083,Boutique penthouse near everything,62739,Amos,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92965,-77.03858,Entire home/apt,232,1,70,9/12/2020,0.63,1,362
290001,Cozy Rowhouse Near Logan Circle,1505235,Jane,,"Shaw, Logan Circle",38.91001,-77.02563,Entire home/apt,175,2,136,4/18/2021,1.23,1,101
296196,Charming Dupont English Basement,1528235,Frank,,"Dupont Circle, Connecticut Avenue/K Street",38.9146,-77.03602,Entire home/apt,149,3,59,2/16/2020,0.53,1,110
298337,Lovely One Bedrm w/Old World Charm,743745,Louisa,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92287,-77.10205,Entire home/apt,100,3,0,,,2,79
298346,"Spacious, Sunny Garden Apt 1 Bdrm+d",743745,Louisa,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92306,-77.10052,Entire home/apt,125,7,5,1/1/2021,0.1,2,0
299030,Red Room - Washington 1-2/p Bedroom near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9806,-77.03084,Private room,85,1,19,6/30/2019,0.17,2,365
303694,"Private DC Suite, Spacious + Modern",110003,Nick And Lylie,,"Brightwood Park, Crestwood, Petworth",38.94089,-77.01847,Entire home/apt,84,3,140,3/2/2020,1.26,1,0
303723,"Modern Private English Unit, Great Location",1563230,,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91611,-77.02662,Entire home/apt,65,2,173,3/12/2020,2.3,1,1
305783,Hb baño privado 3mi Capitol y metro,1323933,Neida,,"Sheridan, Barry Farm, Buena Vista",38.85653,-76.98637,Private room,70,5,2,8/25/2018,0.02,2,365
306465,Dupont Apt w/character;3-min walk metro!,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Entire home/apt,104,60,15,4/6/2019,0.14,5,31
313405,Blue Room - Washington 1-2p Bedroom Near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9793,-77.0283,Private room,80,1,7,7/2/2019,0.06,2,364
315140,Penn Quarter Studio Apartment,1618591,Tolu,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89792,-77.0225,Entire home/apt,172,5,16,2/21/2021,0.15,2,258
322610,Capitol Hill - Union Station,1651634,Lois,,"Union Station, Stanton Park, Kingman Park",38.90094,-76.99943,Entire home/apt,125,5,0,,,2,356
322611,"Capitol Hill, Union Station-huge",1651634,Lois,,"Union Station, Stanton Park, Kingman Park",38.89966,-76.99946,Entire home/apt,129,30,1,9/20/2019,0.05,2,364
326938,Georgetown's Chateau Bleu - Prv Rm1,1671809,,,"Georgetown, Burleith/Hillandale",38.91642,-77.0706,Private room,139,3,23,6/12/2019,0.22,4,337
339208,METRO ACCESSIBLE TWO BEDROOM APT,1722407,Wayne,,"Capitol View, Marshall Heights, Benning Heights",38.89094,-76.93638,Entire home/apt,75,4,121,3/31/2021,1.09,1,332
355527,Steps for US Capitol .. Library of Congress,1096793,Marina,,"Capitol Hill, Lincoln Park",38.88408,-77.0035,Entire home/apt,120,2,132,7/7/2020,1.19,1,313
382111,Capitol Hill Historic District Apt!,1907809,Micha,,"Capitol Hill, Lincoln Park",38.89099,-76.99458,Entire home/apt,150,3,244,4/5/2021,2.22,1,229
407014,"DC Apartment near White House, Mall",29711,The Remuzzi Brothers,,"Shaw, Logan Circle",38.91306,-77.02116,Entire home/apt,101,2,420,4/6/2021,3.89,1,294
409582,1-br Capitol Hill apartment (Eastern Market),2038963,Kelly,,"Capitol Hill, Lincoln Park",38.88306,-76.99497,Entire home/apt,60,3,520,4/6/2021,4.73,1,46
427825,Bloomingdale Victorian Row-house,1618591,Tolu,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92006,-77.01438,Entire home/apt,110,10,18,12/14/2020,0.18,2,9
437005,"The Buddha behind the ""Blue Door""",2170422,Greta,,Historic Anacostia,38.86256,-76.98689,Private room,60,2,103,8/11/2019,0.94,2,322
446147,2 Level Modern Condo in City Center,2215579,Vijay,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90549,-77.02847,Entire home/apt,99,150,0,,,1,363
453159,1 block to metro-Capitol Hill Garden flat,40168,Crystal,,"Capitol Hill, Lincoln Park",38.87772,-76.985,Entire home/apt,161,4,283,4/6/2021,2.64,1,315
464177,Luxury DC 1BR Next to National Zoo,2306542,Anil,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92906,-77.05517,Entire home/apt,144,1,98,1/1/2021,0.91,1,251
501809,Upstair Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91454,-77.01814,Private room,73,2,31,9/20/2020,0.33,4,365
525672,Capitol Hill walk to US Capitol & 1 blk to Metro,2583808,Desiree,,"Capitol Hill, Lincoln Park",38.88183,-76.98911,Entire home/apt,135,2,240,4/5/2021,2.25,2,51
542144,Ground floor apartment by Eastern Market metro,2666087,Rhea,,"Capitol Hill, Lincoln Park",38.88745,-76.99293,Entire home/apt,145,1,29,7/24/2020,0.32,1,139
556729,Large sunny BR close to downtown,966613,Robin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92991,-77.01911,Private room,45,1,129,1/1/2020,1.22,3,332
560341,Business Economy Room-DC Best Value,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94306,-77.04405,Private room,59,30,22,10/30/2014,0.21,5,324
561697,Spacious Downtown DC Apartment,2761762,Russell,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91096,-77.00858,Entire home/apt,68,2,324,4/20/2021,3.04,2,11
563607,Boutique Dupont Apartment with in unit W/D,2771266,Shafiq,,"Dupont Circle, Connecticut Avenue/K Street",38.91564,-77.03796,Entire home/apt,77,1,2,4/18/2021,0.03,1,6
594394,Lovely upstairs room in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91391,-77.07467,Private room,65,14,36,2/1/2020,0.38,3,365
610655,Beautiful Condo In NW Washington DC,3027744,Deon,,"Brightwood Park, Crestwood, Petworth",38.95792,-77.02189,Entire home/apt,89,2,155,4/18/2019,1.48,1,0
626868,"Cooper Circle Apt.  Walk to Metro, Shaw, U St.",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91478,-77.01549,Entire home/apt,65,2,86,12/29/2020,0.84,4,338
627758,Georgetown's Chateau Bleu - 2lv hse,1671809,,,"Georgetown, Burleith/Hillandale",38.9164,-77.06898,Entire home/apt,299,3,11,10/30/2018,0.12,4,337
630062,"Large House, Parking, Walk to Metro",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91465,-77.01667,Entire home/apt,300,2,77,3/3/2020,0.79,4,243
635399,Sunny Dupont Pied-à-terre,3165756,Strother,,"Dupont Circle, Connecticut Avenue/K Street",38.90997,-77.04107,Entire home/apt,125,180,16,5/5/2014,0.15,1,61
638604,Georgetown's Chateau Bleu - BsmtApt,1671809,,,"Georgetown, Burleith/Hillandale",38.91438,-77.06933,Entire home/apt,139,3,5,6/26/2016,0.06,4,1
647080,Row House Near Capitol on Maryland Avenue,3221627,,,"Union Station, Stanton Park, Kingman Park",38.89248,-77.00283,Entire home/apt,275,4,74,11/6/2019,0.7,1,364
654835,Georgetown's Chateau Bleu - Prv Rm2,1671809,,,"Georgetown, Burleith/Hillandale",38.91504,-77.07064,Private room,139,3,10,7/29/2018,0.1,4,339
660514,"Master Suite- Private Deck, Whirlpool bath",2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92539,-77.02934,Private room,45,30,5,4/19/2019,0.15,2,177
669941,"Adorable, Spacious, Steps to Metro",3393172,Roya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92707,-77.03006,Entire home/apt,81,28,243,1/17/2021,2.39,2,78
688914,Master BR and Bath in Sunny TH,3517743,Kanita,,"Douglas, Shipley Terrace",38.85045,-76.97992,Private room,150,2,3,1/9/2021,0.13,4,357
694383,Beautiful apart_ Cathedral area,1730861,Frances,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93059,-77.08422,Entire home/apt,135,2,4,8/20/2013,0.04,1,1
713529,03. The perfect Baseball fans hangout,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87182,-77.01231,Private room,60,1,529,4/25/2021,5.25,14,178
722114,Cool Columbia Heights Garden Apt.,1565502,Joel,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9237,-77.0271,Entire home/apt,102,5,490,3/29/2021,4.73,1,55
748316,Cozy Cabin in the City on Cap Hill,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89707,-76.9881,Entire home/apt,102,2,658,3/15/2020,6.4,2,111
754037,Bed and Bath in Large Condo in DC,3966901,James,,"Sheridan, Barry Farm, Buena Vista",38.86033,-76.99074,Private room,64,2,11,7/29/2018,0.14,1,325
763569,Romantic Studio in Perfect Location,738459,Natasha,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93624,-77.05813,Entire home/apt,70,90,17,3/22/2020,0.18,5,293
780282,"2 BR apt, 3 mins walk to metro!",1624394,Jen,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93413,-77.02333,Entire home/apt,145,1,2,7/18/2014,0.02,3,90
782970,PRO CLEANED! 1 bedroom apt in historic Mt Pleasant,3300249,Banafsheh,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93299,-77.04167,Entire home/apt,109,5,6,11/1/2019,0.07,1,87
800076,Cozy English Basement with Private Patio,3885360,,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91545,-77.0305,Entire home/apt,89,1,181,3/28/2021,1.83,1,225
808830,Cozy comfort and convenience in DC,3765717,Jane,,"Cathedral Heights, McLean Gardens, Glover Park",38.92087,-77.07631,Private room,110,1,330,3/8/2020,3.28,1,310
818308,Roomy Eng Bsmt/Apt Sep Ent Nr Rock Crk & SS Metro,4291047,Michelle,,"Colonial Village, Shepherd Park, North Portal Estates",38.99176,-77.04105,Entire home/apt,85,3,3,10/17/2020,0.32,1,172
820108,Elegant 1BR 6mins From Whitehouse,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92806,-77.03706,Entire home/apt,195,60,47,8/6/2017,0.49,6,9
825969,3 BR/2.5BA House near US Capitol,5795,Gracia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91424,-77.00026,Entire home/apt,500,2,10,4/23/2018,0.15,2,365
826087,2BR basement Apt near Union Station,5795,Gracia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91344,-77.00065,Entire home/apt,53,2,267,4/5/2021,3.61,2,166
828497,"Charming 3 BR/3Bath home, free pkg, Van Ness Metro",3825475,Sheri,,"Friendship Heights, American University Park, Tenleytown",38.94291,-77.07173,Entire home/apt,200,3,79,3/29/2021,0.81,1,90
835992,"Private Floor of House in DC, Separate Entrance",4370632,Viva And Robert,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93218,-77.1011,Entire home/apt,60,12,20,1/30/2021,0.31,1,145
839320,Large Bright Studio in DC 20016,4384549,Didier,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93088,-77.102,Entire home/apt,100,28,17,10/2/2018,0.17,1,358
841234,"Lovely room on 2nd street, nw dc",315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91767,-77.01549,Private room,35,28,13,12/21/2018,0.24,32,331
841260,Metro Style Living in Washington DC,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93719,-77.02335,Private room,39,28,13,1/31/2021,0.14,32,152
860336,Luxury Spacious Master Suite RoofDeck in Dupont,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90807,-77.04756,Private room,99,1,403,3/15/2020,4.06,4,0
860776,Gorgeous cozy room available in the heart of DC,315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91785,-77.01498,Private room,28,28,14,12/31/2020,0.26,32,306
861775,Private BR Shared Bath Sunny TH - B,3517743,Kanita,,"Douglas, Shipley Terrace",38.8491,-76.97982,Private room,65,2,19,11/7/2019,0.26,4,337
865732,Gorgeous Inauguration Rental,57867,Summer,,"Capitol Hill, Lincoln Park",38.89111,-76.98952,Entire home/apt,2000,4,0,,,1,365
871825,Prime location on Capitol Hill,4597024,Rich And Betsy,,"Capitol Hill, Lincoln Park",38.88442,-77.00491,Entire home/apt,90,7,15,8/2/2020,0.18,1,232
873182,Spacious English Basement Apt w/ Natural Sunlight!,4608059,Joy,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95345,-76.99504,Entire home/apt,96,2,28,4/4/2021,0.5,1,90
883653,Green Historic Mt. Pleasant House,1541121,Asa & Andrea,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9356,-77.04468,Entire home/apt,365,6,27,1/2/2021,0.28,1,28
886283,Tenleytown/AU Park Basement Apt.,4698675,Katy,,"Friendship Heights, American University Park, Tenleytown",38.94492,-77.09234,Entire home/apt,100,30,52,3/31/2021,0.52,1,148
887461,Cozy room right next to the petworth metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93788,-77.02313,Private room,39,28,12,3/29/2021,0.17,32,194
888029,PERFECT ROOM FOR INTERNS OR STUDENTS,315148,John,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93664,-77.02298,Private room,35,28,12,10/16/2020,0.13,32,124
889302,Chic Sanctuary in the Capital,4717941,Joe,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91902,-77.04261,Entire home/apt,100,5,102,4/17/2021,1.02,1,3
891852,"The Rock Creek Cozy, One Bedroom",116599,Sahr,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93689,-77.02062,Entire home/apt,294,4,58,9/2/2020,0.6,1,365
892183,SPECTACULAR VICTORIAN HOME IN LOGAN CIRCLE!,4280278,Sara,,"Shaw, Logan Circle",38.90746,-77.02716,Entire home/apt,500,3,167,3/13/2020,2.18,4,351
893529,Chic and in the City Room,4752493,Kristie,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91223,-77.01067,Private room,350,1,1,6/15/2013,0.01,1,365
898543,welcome to foggy bottom - on metro!,4795247,Diana,,"West End, Foggy Bottom, GWU",38.90153,-77.05434,Entire home/apt,210,5,158,3/10/2020,1.96,3,294
898544,welcome to the heart of washington,4795247,Diana,,"West End, Foggy Bottom, GWU",38.8996,-77.05277,Entire home/apt,181,7,102,4/19/2020,1.18,3,341
900225,The MONROE: 2 bdrm house BROOKLAND Arts District,3725621,Rosie & Donald,,"Brookland, Brentwood, Langdon",38.93268,-76.98863,Entire home/apt,130,4,32,2/20/2021,0.39,3,59
902573,Primo Live-In Office Near Downtown,481929,Chris,,"Shaw, Logan Circle",38.91054,-77.02149,Private room,72,5,23,11/16/2016,0.24,4,365
945426,1BR Suite in the Heart of Things,5121445,Rose,,"Friendship Heights, American University Park, Tenleytown",38.9604,-77.08253,Private room,92,2,327,3/28/2021,3.33,1,358
953928,Furnished English Basement - D.C.,5166150,A.J.,,"Takoma, Brightwood, Manor Park",38.96534,-77.03043,Entire home/apt,50,14,5,12/24/2017,0.05,1,319
997859,Upscale+DuPont+PRIVATE Entry+KING+DRIVEWAY Option!,1662757,Gloria,,"Dupont Circle, Connecticut Avenue/K Street",38.9135,-77.04356,Entire home/apt,284,2,74,4/5/2021,0.76,4,337
1003792,SPECTACULAR HOME CAPITOL HILL!,4280278,Sara,,"Union Station, Stanton Park, Kingman Park",38.89455,-76.9911,Entire home/apt,500,30,55,10/28/2019,0.88,4,180
1011352,Dupont Row-House Apt. 3 Min. Walk To Dupont Metro!,505796,Sunshine,,"Dupont Circle, Connecticut Avenue/K Street",38.90955,-77.03776,Entire home/apt,80,5,69,4/14/2021,0.81,1,289
1026034,Perfect studio in VERY central DC - renovated!,2070536,Joel,,"Shaw, Logan Circle",38.91007,-77.03316,Entire home/apt,152,2,328,4/4/2021,3.4,1,237
1048410,Spacious studio w rear deck near Rock Creek Park,5771803,Anneliese,,"Brightwood Park, Crestwood, Petworth",38.95132,-77.02831,Entire home/apt,100,3,50,7/16/2017,0.68,1,0
1083256,"Comfy condo in Washington, DC",5955776,Nijole,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9183,-77.03213,Entire home/apt,100,2,3,7/15/2017,0.04,1,293
